source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sample type]	characteristics[control material]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[acquisition date]	comment[cohort]	comment[MS batch]	comment[sample preparation batch]	comment[plate]	comment[plate row]	comment[plate column]	comment[injection order]	comment[annotation provenance]	factor value[control material]
20200520_TOF1_AF_441_ZeBanC_PlasmaBatch_036	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC.plasmabatch	20200520_TOF1_AF_441_ZeBanC_PlasmaBatch_036	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_441_ZeBanC_PlasmaBatch_036.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	441	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC.plasmabatch
20200520_TOF1_AF_446_ZeBanC_P4_B1	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200520_TOF1_AF_446_ZeBanC_P4_B1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_446_ZeBanC_P4_B1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	2	4	B	1	446	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200520_TOF1_AF_447_ZeBanC_QC_037	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200520_TOF1_AF_447_ZeBanC_QC_037	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_447_ZeBanC_QC_037.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	447	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200520_TOF1_AF_449_ZeBanC_P4_B3	Homo sapiens	blood serum	not applicable	1	quality control sample	SP.QC.Serum	20200520_TOF1_AF_449_ZeBanC_P4_B3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_449_ZeBanC_P4_B3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	2	4	B	3	449	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Serum
20200520_TOF1_AF_453_ZeBanC_PlasmaBatch_037	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC.plasmabatch	20200520_TOF1_AF_453_ZeBanC_PlasmaBatch_037	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_453_ZeBanC_PlasmaBatch_037.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	453	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC.plasmabatch
20200520_TOF1_AF_459_ZeBanC_QC_038	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200520_TOF1_AF_459_ZeBanC_QC_038	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_459_ZeBanC_QC_038.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	459	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200520_TOF1_AF_462_ZeBanC_P4_C2	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200520_TOF1_AF_462_ZeBanC_P4_C2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_462_ZeBanC_P4_C2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	2	4	C	2	462	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200520_TOF1_AF_466_ZeBanC_PlasmaBatch_038	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC.plasmabatch	20200520_TOF1_AF_466_ZeBanC_PlasmaBatch_038	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_466_ZeBanC_PlasmaBatch_038.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	466	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC.plasmabatch
20200520_TOF1_AF_472_ZeBanC_QC_039	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200520_TOF1_AF_472_ZeBanC_QC_039	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_472_ZeBanC_QC_039.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	472	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200520_TOF1_AF_474_ZeBanC_P4_C11	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200520_TOF1_AF_474_ZeBanC_P4_C11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_474_ZeBanC_P4_C11.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	2	4	C	11	474	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200520_TOF1_AF_478_ZeBanC_PlasmaBatch_039	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC.plasmabatch	20200520_TOF1_AF_478_ZeBanC_PlasmaBatch_039	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_478_ZeBanC_PlasmaBatch_039.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	478	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC.plasmabatch
20200520_TOF1_AF_484_ZeBanC_QC_040	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200520_TOF1_AF_484_ZeBanC_QC_040	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_484_ZeBanC_QC_040.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	484	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200520_TOF1_AF_490_ZeBanC_PlasmaBatch_040	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC.plasmabatch	20200520_TOF1_AF_490_ZeBanC_PlasmaBatch_040	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_490_ZeBanC_PlasmaBatch_040.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	490	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC.plasmabatch
20200520_TOF1_AF_491_ZeBanC_P4_E1	Homo sapiens	blood serum	not applicable	1	quality control sample	SP.QC.Serum	20200520_TOF1_AF_491_ZeBanC_P4_E1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_491_ZeBanC_P4_E1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	2	4	E	1	491	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Serum
20200520_TOF1_AF_495_ZeBanC_P4_E5	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200520_TOF1_AF_495_ZeBanC_P4_E5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_495_ZeBanC_P4_E5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	2	4	E	5	495	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200520_TOF1_AF_497_ZeBanC_QC_041	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200520_TOF1_AF_497_ZeBanC_QC_041	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_497_ZeBanC_QC_041.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	497	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200520_TOF1_AF_498_ZeBanC_P4_E6	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200520_TOF1_AF_498_ZeBanC_P4_E6	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_498_ZeBanC_P4_E6.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	2	4	E	6	498	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200520_TOF1_AF_503_ZeBanC_PlasmaBatch_041	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC.plasmabatch	20200520_TOF1_AF_503_ZeBanC_PlasmaBatch_041	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_503_ZeBanC_PlasmaBatch_041.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	503	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC.plasmabatch
20200520_TOF1_AF_509_ZeBanC_QC_042	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC	20200520_TOF1_AF_509_ZeBanC_QC_042	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_509_ZeBanC_QC_042.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	509	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC
20200520_TOF1_AF_512_ZeBanC_P4_F6	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	SP.QC.Plasma	20200520_TOF1_AF_512_ZeBanC_P4_F6	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_512_ZeBanC_P4_F6.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	2	4	F	6	512	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	SP.QC.Plasma
20200520_TOF1_AF_515_ZeBanC_PlasmaBatch_042	Homo sapiens	blood plasma	not applicable	pooled	quality control sample	MS.QC.plasmabatch	20200520_TOF1_AF_515_ZeBanC_PlasmaBatch_042	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	20200520_TOF1_AF_515_ZeBanC_PlasmaBatch_042.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	2020-05-20	Charite	1	NA	NA	NA	NA	515	All deposited runs join author Charite-batch_info.txt or Innsbruck-batch_info.txt and are control acquisitions; clinical cohort biological rows are not deposited here. PMC8201874 identifies pooled-donor plasma, commercial serum and pooled acquisition controls. Source IDs retain individual preparation/acquisition identifiers; biological replicate 1 for controls with unspecified pooling does not assert independent donors.	MS.QC.plasmabatch
